ObjCoeff,yLP,Dual,RC,yInt,,,,
1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_0.896080_0.722891_0.664775_1.000000_0.945627_0.910782_0.778421_0.891263_0.888244_1.000000_0.904592_0.933023_0.981379_0.876506_0.959548_0.981379_1.000000_1.000000_0.958985_0.974676_0.968753_0.972785_0.989348_0.971692_0.972483_0.971692_0.971884_0.971692_,-91461.296875_-27096.933594_-11476.535156_-115950.578125_0.000000_-44314.953125_-7343.478027_-44284.093750_-31550.666016_0.000000_-178272.703125_0.000000_0.000000_-78299.500000_-146426.109375_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1075.721313_0.000000_0.000000_0.000000_-1619.549072_-4224.019531_-3953.370117_-1388.455566_-2492.918457_0.000000_0.000000_0.000000_-148.070404_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1585.809937_-233.771561_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.533323,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-31408.000000_-108047.367188_-31408.000000_-31408.000000_-31408.000000_-39416.000000_-40493.093750_-76704.351562_-112721.609375_-31408.000000_-83408.000000_-27684.316406_-31408.000000_-31408.000000_-31408.000000_-364.000000_-23036.000000_0.000000_-3380.00,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-21928.451172_-21763.056641_-20613.371094_-21427.970703_-24496.083984_-23659.041016_-23126.990234_-21495.623047_-21957.376953_-21414.548828_-20762.660156_-20347.486328_-15505.056641_-12549.287109_-11472.747070_-11153.225586_-10928.185547_-10991.799805_-11332.427734_-11199.616211_-11293.880859_-11263.833984_-11295.083008_-10891.401367_-11190.414062_-11402.222656_-11373.530273_-11224.750977_-11219.259766_-11219.581055_-11191.689453_-11156.669922_,1,,,,
0.0667235,0.500000_0.250000_0.125000_0.133028_0.173260_0.207235_0.305606_0.354791_0.379383_0.391680_0.403976_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-18125.000000_-18125.000000_-18125.000000_-18125.000000_-18125.000000_-18125.000000_-18125.000000_-18125.000000_-18125.000000_-18125.000000_-18125.000000_-12685.513672_-18125.000000_-18125.000000_-18125.000000_-600.000000_-14100.000000_-2725.000000_-600.0,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-8192.421875_-8163.800781_-8412.938477_-8946.891602_-10080.732422_-9971.066406_-9642.826172_-9458.101562_-9583.569336_-9291.412109_-9015.504883_-9149.703125_-9411.266602_-8906.551758_-9441.860352_-9468.834961_-9300.202148_-9589.869141_-9659.397461_-9801.695312_-9682.734375_-9694.182617_-9784.490234_-9558.483398_-9572.698242_-9656.790039_-9642.995117_-9579.339844_-9574.626953_-9561.262695_-9578.516602_-9556.940430_,1,,,,
0.711175,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-11214.000000_-11214.000000_-11214.000000_-2978.302246_-11214.000000_-11214.000000_-13562.699219_-11214.000000_-11214.000000_-11214.000000_-11214.000000_-9680.539062_-11214.000000_-11214.000000_-11214.000000_-1400.000000_-8960.000000_-2590.000000_-1400.00,0.000000_0.000000_0.000000_0.000000_7841.298828_7832.019531_7658.338379_7197.226074_7197.226074_7939.541992_8348.750977_2112.652588_3183.500732_1826.726807_884.394226_252.476807_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_1738.468262_1948.476074_1981.213135_1934.381958_1764.136597_,0,,,,
0.677774,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_0.000000_0.408461_0.448026_1.000000_1.000000_1.000000_0.129578_1.000000_0.152688_0.928381_0.347016_0.397044_0.094045_0.205479_0.405324_0.132787_0.778274_0.256147_0.329117_0.175138_0.279586_0.184682_0.179995_0.347138_0.285694_0.231697_0.250484_0.254578_0.297807_0.282442_0.279380_,-14904.000000_-14904.000000_-14904.000000_-14904.000000_-14904.000000_-23220.000000_-14904.000000_-14904.000000_-27972.000000_-14904.000000_-68904.000000_-51196.773438_-14904.000000_-14904.000000_-14904.000000_0.000000_-14904.000000_-7948.822754_-8586.000,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_2372.124512_0.000000_0.000000_0.000000_0.000000_-170.956985_0.000000_0.000000_0.000000_-673.700256_-595.067383_-401.446564_0.000000_-150.811615_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
1,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_0.738778_0.866081_1.000000_1.000000_0.511324_0.680071_0.664775_1.000000_0.692378_0.910782_0.823221_0.810369_1.000000_1.000000_1.000000_1.000000_0.981379_0.869046_0.959548_1.000000_1.000000_0.997919_0.958985_1.000000_0.971507_0.970504_0.989348_0.971692_0.973617_0.971692_0.971687_0.971692_,0.000000_0.000000_0.000000_-61494.191406_-60097.101562_-111681.500000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-23124.617188_0.000000_0.000000_-2176.598633_-11476.535156_-13063.272461_-6944.982422_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-18941.675781_-4086.789795_-1182.097046_0.000000_-6753.047852_-766.600830_-19059.882812_0.000000_0.000000_0.000000_-12171.393555_-766.600830_-4062.687988_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-4580.515625_-5164.178711_-3643.300781_-283.172241_0.000000_0.000000_0.000000_-1830.476440_0.000000_0.000000_0.000000_-56.825912_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.455595,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,-10496.000000_-10496.000000_-10496.000000_-10496.000000_-10496.000000_-10496.000000_-10496.000000_-10496.000000_-10496.000000_-10496.000000_-10496.000000_-11478.202148_-10496.000000_-10496.000000_-10496.000000_0.000000_-7920.000000_-2160.000000_-1456.0000,0.000000_0.000000_0.000000_0.000000_0.000000_5913.200195_5913.200195_5721.200195_5913.200195_5913.200195_5030.420410_1222.049805_1278.710693_1113.780884_803.754272_59.682968_80.085617_339.942627_617.166443_410.081879_512.696106_625.265991_582.709595_530.330811_882.667236_469.986481_371.528534_565.616760_485.538635_425.446381_448.370056_188.894440_168.214661_0.000000_0.000000_0.000000_0.000000_0.000000_319.593170_378.472870_381.038391_385.960480_396.965668_,1,,,,
0.688934,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-28040.000000_-28040.000000_-28040.000000_-2606.479248_-28040.000000_-28040.000000_-10283.109375_-28040.000000_-28040.000000_-28040.000000_-28040.000000_-8237.872070_-28040.000000_-28040.000000_-28040.000000_0.000000_-21600.000000_-3400.000000_0.000000_-9,0.000000_0.000000_0.000000_0.000000_0.000000_2634.055908_2137.824219_0.000000_0.000000_0.000000_0.000000_-5915.875488_-5755.128418_-6103.856445_-6780.275879_-8839.671875_-8604.206055_-7419.150391_-6979.125488_-7386.264160_-7140.445801_-6401.028320_-6755.547852_-5991.618652_-5632.819336_-6600.729492_-6493.409668_-6403.544922_-6888.866699_-7150.814941_-7115.320801_-6916.934082_-6876.583496_-6876.961426_-6551.308105_-6872.311523_-7012.878906_-6919.292480_-6818.517578_-6803.848145_-6795.521484_-6793.598633_-6762.654297_,1,,,,
0.033323,0.500000_0.250000_0.125000_0.101828_0.079407_0.064051_0.032025_0.016013_0.008006_0.004003_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-3276.000000_-3276.000000_-31276.000000_-3276.000000_-3276.000000_-7588.000000_-3276.000000_-3276.000000_-10052.000000_-3276.000000_-3276.000000_-3276.000000_-3276.000000_-3276.000000_-3276.000000_0.000000_-3276.000000_0.000000_0.000000_-3276.000000_0.000,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-998.912903_-697.204224_-652.439636_-908.418640_-831.341431_-865.338074_-754.758606_-655.157837_-779.848572_-401.435791_-898.554443_-933.374084_-527.334045_-261.024078_-532.988159_-714.772705_-718.861328_-502.040558_-546.382629_-400.836670_-328.583679_-335.103455_-298.901306_-225.544357_-382.990479_-433.829193_-457.263397_-353.339600_-376.645508_-447.021057_-493.911957_-501.846191_,1,,,,
0.400031,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_1.000000_1.000000_0.000000_1.000000_1.000000_1.000000_0.348560_0.457976_0.000000_0.000000_1.000000_0.000000_0.000000_0.000000_0.085598_0.618919_0.258112_0.494821_0.048206_0.216910_0.046284_0.283174_0.362519_0.226211_0.139333_0.231856_0.220274_0.221269_0.182074_0.211937_0.214355_,-8322.000000_-8322.000000_-46322.000000_-8322.000000_-8322.000000_-14174.000000_-8322.000000_-8322.000000_-17518.000000_-8322.000000_-8322.000000_-8322.000000_-8322.000000_-8322.000000_-8322.000000_-7030.000000_-8322.000000_-3116.000000_-2204.000000_-798.,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-98.736084_-353.900482_0.000000_-784.877686_-1226.448364_-679.136108_0.000000_0.000000_0.000000_0.000000_-240.849091_941.745850_720.731750_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
0.777821,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_-0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_-40469.449219_0.000000_0.000000_0.000000_0.000000_0.000000_-4536.000000_0.000000_0.000000_-1945.280396_0.000000_0.000000_0.000000_0.000000_-3686.121338_-12096.000000_0.000000_-230.931000_-6741.000000_0.000000_-15750.000000_0.000000_-6741.000000_0.000000_-11305.201172_-18101.634766_-31635.275391_-43470.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-12852.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_6555.505859_2678.007080_2209.163818_4544.988281_6075.797363_5376.378906_3454.602051_4008.270508_4398.125977_8530.835938_9032.836914_6750.697754_6407.428711_5925.825684_6423.815430_6962.931641_7668.613281_8263.224609_8057.948242_7968.468262_7973.156738_7302.474609_7823.062988_9603.160156_8839.404297_9167.961914_8556.821289_8695.963867_8750.230469_,0,,,,
1,0.500000_0.750000_0.875000_0.921598_0.949278_0.964795_0.982397_0.991199_0.995599_0.997800_1.000000_0.264049_0.276805_0.123384_0.274683_0.283345_0.133836_0.209360_0.255208_0.106081_0.268856_0.209508_0.186442_0.251213_0.230143_0.309118_0.294610_0.386981_0.312597_0.241335_0.324541_0.231008_0.240112_0.249179_0.247643_0.262176_0.336924_0.299026_0.305321_0.305425_0.289785_0.300380_0.301694_,0.000000_0.000000_-92839.085938_0.000000_0.000000_0.000000_0.000000_0.000000_-28441.195312_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-398.199585_-74187.718750_0.000000_-1176.901001_-7968.657227_0.000000_-637.119385_-354.004913_-16765.193359_0.000000_0.000000_-7246.652344_-11947.637695_-91068.726562_-62614.992188_0.000000_-2269.965576_-5798.918457_-7290.084473_0.000000_0.000000_-10764.454102_-3245.417480_-2718.925781_-46608.796875_0.000000_-398.199585_-61031.015625_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,,,,
0.211097,0.500000_0.250000_0.125000_0.141254_0.127684_0.112596_0.056298_0.028149_0.014074_0.007037_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-11655.000000_-11655.000000_-46655.000000_-11655.000000_-11655.000000_-11655.000000_-11655.000000_-11655.000000_-11655.000000_-11655.000000_-11655.000000_-11655.000000_-11655.000000_-11655.000000_-11655.000000_-1995.000000_-32550.000000_-6860.000000_-6020,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-4231.454102_-5441.209961_-6353.573730_-6400.164551_-8145.240723_-7261.257324_-7077.363281_-7776.829590_-7645.988281_-6986.293457_-7076.645508_-7524.927734_-7673.371582_-8164.931641_-7936.372559_-8020.128906_-7765.591797_-7770.980469_-7772.461914_-7595.586426_-7819.794434_-7831.753418_-7821.608887_-7714.572754_-7772.355957_-7738.875000_-7705.355957_-7760.815918_-7739.350098_-7709.229980_-7695.577148_-7681.776855_,1,,,,
0.0222412,0.500000_0.250000_0.125000_0.081247_0.054206_0.038709_0.019354_0.009677_0.004839_0.002419_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-13787.000000_-13787.000000_-17374.000000_-13787.000000_-13787.000000_-13787.000000_-13787.000000_-5684.233887_-13787.000000_-13787.000000_-13787.000000_-13787.000000_-13787.000000_-13787.000000_-13787.000000_-2244.000000_-6936.000000_-3043.000000_-1275.0,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-6403.417969_-6650.553711_-6998.054688_-6755.301758_-7337.387695_-7164.474121_-7044.766113_-6914.713379_-6350.881348_-5607.788574_-5668.853027_-5514.301758_-4333.703125_-3377.395508_-2943.726318_-3047.190430_-2907.446289_-2208.274902_-1993.346191_-2333.272705_-2143.009033_-2189.553223_-2256.858154_-2315.658936_-2251.822754_-2192.680908_-2169.196045_-2157.278809_-2176.235596_-2161.503906_-2157.556641_-2147.300537_,1,,,,
0.244498,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-9786.000000_-9786.000000_-24444.000000_-15330.000000_-9786.000000_-9786.000000_-9786.000000_-9786.000000_-9786.000000_-9786.000000_-9786.000000_-9786.000000_-9786.000000_-9786.000000_-30786.000000_-3990.000000_-18942.000000_-7791.000000_-4011.000000_-106,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-3122.317383_-3861.273193_-4478.598633_-3843.934814_-8616.506836_-7800.509277_-6766.772949_-6275.049805_-6152.369629_-5403.712402_-5750.198730_-5689.626465_-5910.180664_-6002.328613_-5863.965820_-5797.544922_-5622.145020_-5793.192871_-5689.579102_-5522.674805_-5355.188477_-5402.960938_-5468.339844_-5470.347168_-5553.095215_-5548.837402_-5528.739258_-5513.862305_-5506.632324_-5472.506836_-5458.480957_-5435.968262_,1,,,,
0.222257,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-5733.000000_-5733.000000_-12015.000000_-5733.000000_-5733.000000_-5733.000000_-7524.000000_-5733.000000_-5733.000000_-5733.000000_-5733.000000_-7524.000000_-5733.000000_-5733.000000_-5733.000000_-1966.198730_-9657.000000_-3501.000000_-1642.957886_-3618.0,0.000000_0.000000_0.000000_0.000000_2150.227783_2144.262451_2142.841309_1888.887451_0.000000_1848.683472_1844.340820_522.092957_211.874863_-169.724380_-78.095634_-1032.377930_-928.772400_-639.655945_-623.427734_-698.426636_-607.142090_-628.027344_-759.999878_-891.928162_-772.123596_-910.736084_-941.342529_-881.705688_-926.169739_-918.553101_-903.311646_-1004.053772_-999.319702_-1040.542725_-1005.900330_-1001.520691_-987.535767_-975.989441_-952.551331_-955.326538_-965.483276_-961.982178_-956.443665_,1,,,,
0.288903,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-36800.000000_-47484.132812_-56950.000000_-34043.398438_-36800.000000_-36800.000000_-36800.000000_-5828.774902_-25215.949219_-36800.000000_-36800.000000_-36800.000000_-16907.539062_-36800.000000_-36800.000000_-2850.000000_-16650.000000_-12250.000000_0.000,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-15324.449219_-15793.263672_-16870.076172_-16461.886719_-17540.167969_-16847.222656_-16612.970703_-16275.133789_-15802.351562_-13374.389648_-13538.410156_-12856.996094_-8586.560547_-6280.389160_-5321.144531_-5446.230957_-5166.410645_-2887.513916_-2246.922607_-3243.520508_-2897.682617_-3151.295410_-3256.333008_-3481.662598_-3297.966797_-3067.576416_-2998.503174_-2963.452148_-3019.207275_-2975.879150_-2964.269287_-2934.104492_,1,,,,
0.522241,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.074949_1.000000_0.521079_1.000000_1.000000_0.357070_1.000000_1.000000_0.417576_0.734310_0.876197_1.000000_1.000000_1.000000_0.464030_0.664616_0.353406_0.917559_0.501243_1.000000_0.967614_0.960529_0.892903_0.803962_0.605410_0.833322_0.750388_0.754172_0.819953_0.780266_0.778404_,-6720.000000_-6720.000000_-48720.000000_-6720.000000_-6720.000000_-6720.000000_-6720.000000_-6720.000000_-16884.000000_-6720.000000_-6720.000000_-6720.000000_-6720.000000_-6720.000000_-6720.000000_-5292.000000_-31794.000000_-2226.000000_-5334.000000_-8442,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-340.800781_0.000000_-885.601562_-7.485094_0.000000_-824.370056_-398.884399_0.000000_0.000000_0.000000_-77.635963_-642.938721_-46.408443_0.000000_0.000000_0.000000_0.000000_0.000000_-77.402252_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,,,,
