LB,ObjCoeff,y_lp_sum,Dual,ylp,yint
41147.8,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.001222_0.000000_0.000286_0.000000_0.000000_0.005098_0.000000_0.000000_0.000000_0.000000_0.000000_0.000214_0.000011_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,0.704545,0.500000_0.250000_0.625000_0.812500_0.906250_0.953039_0.976520_0.988260_0.956714_0.978357_1.000000_0.924558_0.886326_0.975796_0.971337_0.995894_1.000000_0.999040_1.000000_1.000000_0.982875_0.975001_0.996693_1.000000_1.000000_0.999257_0.998839_0.999962_1.000000_,-43.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-43.000000_0.000000_-43.000000_0.000000_-288.390717_0.000000_0.000000_-2497.000000_-2795.000000_-2752.000000_-782.000000_-1142.000000_-1110.045654_-904.212830_-1403.776733_-2421.000,1,1
41147.8,0.511364,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000038_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,0.204545,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,0.000000_-47.000000_-564.000000_-681.500000_0.000000_-1739.000000_-940.000000_-2679.000000_0.000000_0.000000_-376.000000_0.000000_-1457.000000_0.000000_-517.000000_-1001.000000_-752.000000_-2209.000000_-481.000000_-889.000000_-1927.000000_-1043.000000_-804.000000_-624.000000_-840.000000_-611.000000_-611.000000_-1128.000000_-94.000000_,1,1
41147.8,0.556818,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,0.840909,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,0.909091,0.500000_0.250000_0.385645_0.192822_0.096411_0.091106_0.097006_0.241012_0.185799_0.100475_0.078214_0.063530_0.020664_0.061928_0.070221_0.120114_0.136253_0.136510_0.144945_0.124931_0.127358_0.119293_0.119957_0.119903_0.111822_0.123219_0.126196_0.125742_0.127299_,-51.195801_0.000000_-540.000000_0.000000_0.000000_0.000000_0.000000_-243.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-297.000000_-999.000000_0.000000_-1080.000000_-1702.000000_-1622.000000_-999.000000_0.000000_0.000000_0,0.127299,0
41147.8,0.659091,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.067322_0.094485_0.035738_0.015274_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.008510_0.001126_0.000000_0.000000_0.000253_0.000151_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,0.159091,0.500000_0.250000_0.125000_0.062500_0.031250_0.020758_0.096002_0.048001_0.024001_0.012000_0.000000_0.098135_0.169152_0.021447_0.016532_0.228855_0.092765_0.026575_0.032672_0.000000_0.018378_0.031014_0.035187_0.003525_0.027469_0.043158_0.031368_0.026460_0.026004_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.0260038,0
41147.8,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,0.920455,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-3886.000000_-2370.852295_-2179.979248_-7453.000000_-9396.000000_-3276.990723_-3336.549316_-8642.000000_-569.515442_-8642.000000_-1213.083374_-6090.000000_-3515.702393_-7076.000000_-1614.553223_-2494.000000_-2150.307861_-1441.003174_-6786.000000_-3654.000,1,1
41147.8,0.136364,0.500000_0.289627_0.189767_0.594884_0.709911_0.418730_0.209365_0.203041_0.173480_0.152464_0.102594_0.000000_0.183424_0.000000_0.253055_0.186983_0.105937_0.122204_0.077977_0.134354_0.095439_0.064814_0.084911_0.133577_0.117990_0.110946_0.127790_0.121138_0.122503_,0.000000_0.000000_0.000000_0.000000_-728.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.122503,1
41147.8,0.318182,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.937296_0.968648_0.966284_0.968038_0.996296_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-744.000000_0.000000_-496.000000_-2650.500000_-3379.000000_-868.000000_-620.000000_-3286.000000_-232.500000_-3286.000000_0.000000_-1922.000000_-1891.000000_-2449.000000_0.000000_0.000000_0.000000_0.000000_-837.000000_-217.000000_-112.964439_0.000000_-1488,1,1
41147.8,0.852273,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-1512.000000_0.000000_0.000000_0.000000_-784.000000_0.000000_-1652.000000_0.000000_-700.000000_0.000000_-1148.000000_,0,0
41147.8,0,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-1400.000000_-150.000000_-1000.000000_-3325.000000_-5000.000000_-1600.000000_-1200.000000_-4150.000000_-175.000000_-5450.000000_0.000000_-3200.000000_-1150.000000_-3200.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-350.000000_-100.000000_-,1,1
41147.8,0.625,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.004850_0.000000_0.012085_0.000220_0.000046_0.000525_0.001058_0.001462_0.000673_0.000642_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000641686,0
41147.8,0.0681818,0.500000_0.250000_0.257606_0.516959_0.583146_0.374737_0.268592_0.206834_0.200512_0.196474_0.189145_0.108821_0.191292_0.143518_0.205002_0.187272_0.150272_0.166901_0.133123_0.171756_0.139985_0.136193_0.142493_0.165608_0.156877_0.155335_0.162012_0.158952_0.160136_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.160136,1
41147.8,0.477273,0.500000_0.250000_0.125000_0.064226_0.032113_0.016056_0.008028_0.012813_0.019535_0.022388_0.011878_0.000473_0.043743_0.007831_0.012305_0.018949_0.024525_0.026337_0.024711_0.039854_0.022783_0.028753_0.028736_0.028675_0.032865_0.028719_0.023380_0.025568_0.022065_,0.000000_0.000000_0.000000_0.000000_-1833.000000_-117.000000_0.000000_-819.000000_0.000000_-156.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.0220654,0
41147.8,0.420455,0.500000_0.750000_0.875000_0.534297_0.767149_0.883574_0.941787_0.970894_0.985447_0.992723_1.000000_1.000000_1.000000_0.971497_1.000000_0.977401_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,0.000000_0.000000_-406.000000_0.000000_0.000000_-754.000000_-406.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-754.000000_0.000000_-638.000000_-754.000000_-870.000000_-72.500000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,1,1
41147.8,0.886364,0.500000_0.750000_0.875000_0.924722_0.652616_0.721806_0.860903_0.728224_0.674228_0.726361_0.755112_0.780932_0.686032_0.895728_0.676909_0.654436_0.706533_0.671815_0.730888_0.656892_0.711543_0.724287_0.740103_0.728397_0.719889_0.707020_0.702599_0.714067_0.713949_,0.000000_-420.000000_-1365.000000_-3010.000000_-3010.000000_-1470.000000_-1365.000000_-2485.000000_-717.500000_-1505.000000_-1505.000000_-1365.000000_-2240.000000_-1121.993652_-770.000000_0.000000_0.000000_-350.000000_-700.000000_-700.000000_-700.000000_-494.984741_-962.500000_0.000000_-560.000000_-315.000000_-315.000000_-700.000000_0.000000_,0.713949,1
41147.8,0.681818,0.500000_0.750000_0.635645_0.317822_0.581721_0.422342_0.434237_0.470340_0.306059_0.231932_0.194673_0.557942_0.567643_0.464478_0.356680_0.435533_0.461467_0.459302_0.458176_0.421835_0.420138_0.436147_0.429241_0.436883_0.424789_0.432366_0.431012_0.436338_0.436205_,-135.000000_-675.000000_-864.000000_-958.500000_-2673.000000_-1485.000000_-1404.000000_-1728.000000_-297.000000_-1512.000000_-297.000000_-1404.000000_-1404.000000_-783.000000_-945.000000_0.000000_0.000000_0.000000_-648.000000_-324.000000_0.000000_-36.0000,0.436205,0
41147.8,0.772727,0.500000_0.750000_0.875000_0.870928_0.766299_0.883149_0.941575_0.715379_0.857690_0.928845_0.942775_1.000000_0.845574_0.927538_0.777293_0.862579_0.792299_0.825774_0.770268_0.850540_0.837514_0.790272_0.777561_0.786858_0.823982_0.806350_0.812605_0.798142_0.799578_,0.000000_0.000000_-304.000000_-161.500000_-1406.000000_-570.000000_-855.000000_-1729.000000_-465.771912_-589.000000_-76.000000_-1026.000000_-1102.000000_-589.000000_-190.000000_-111.772697_-342.000000_-570.000000_-589.000000_-1007.000000_-570.000000_-779.000000_-556.500000_-195.323700_-589.000000_-76.000000_-589.000000_-437.000000_-456.000000_,0.799578,1
41147.8,0.545455,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-986.000000_-1292.000000_-1751.000000_-1470.500000_-2550.000000_-1802.000000_-1751.000000_-2108.000000_-930.771912_-1819.000000_-1054.000000_-1751.000000_-1751.000000_-1360.000000_-1462.000000_-731.772705_-1054.000000_-1496.000000_-1054.000000_-1751.00000,1,1
41147.8,0.875,0.500000_0.250000_0.125000_0.249012_0.124506_0.062253_0.031127_0.042015_0.021007_0.012479_0.008245_0.030521_0.020712_0.005655_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.003192_0.006481_0.003012_0.001031_0.000299_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_-899.000000_-203.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-87.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,1,0.500000_0.250000_0.129137_0.066294_0.215983_0.144350_0.140912_0.153907_0.167861_0.173613_0.055320_0.181931_0.110218_0.050901_0.128913_0.068402_0.099033_0.097027_0.060890_0.105872_0.082464_0.099724_0.083919_0.104925_0.117421_0.106734_0.108724_0.105578_0.101873_,0.000000_-447.294403_0.000000_-3044.581299_-823.494629_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-806.342590_-559.117981_-794.614807_-681.986206_-695.495789_0.000000_0.000000_-38.500000_-366.940704_-874.679382_-770.781189_-896.918396_0.000000_-997.047791_,0.101873,0
41147.8,0.102273,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-3520.000000_-3600.000000_-3456.000000_-3416.000000_-3920.000000_-1408.000000_-1888.000000_-1888.000000_-2088.000000_-3296.000000_-2480.000000_-2208.000000_-864.000000_-3600.000000_-3440.000000_-938.000000_-1104.000000_-1248.000000_-1519.000000_-1483.0000,1,1
41147.8,0.886364,0.500000_0.750000_0.375000_0.685774_0.660051_0.793667_0.828097_0.830598_0.824391_0.822513_0.944680_0.818069_0.889782_0.949099_0.871087_0.931598_0.900967_0.902973_0.939110_0.894128_0.917536_0.900276_0.916081_0.895075_0.882579_0.893266_0.891276_0.894422_0.898127_,-4150.000000_-5050.000000_-5150.000000_-5150.000000_-4000.000000_0.000000_-650.000000_-2490.514160_0.000000_-2500.000000_-1050.000000_0.000000_0.000000_-2950.000000_-4250.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000,0.898127,1
41147.8,0.863636,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-10753.883789_-18000.000000_-11702.018555_-12480.000000_-18600.000000_-3545.697998_-7213.281738_-6362.687988_-5810.986328_-8501.150391_-8993.566406_-3775.949951_-7740.000000_-9931.533203_-12360.000000_-5316.412109_-7200.000000_-5506.703613_-7020.000000_-8,1,1
41147.8,0.965909,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.924093_0.925608_0.923868_0.938720_0.785319_0.961268_0.840856_0.876605_0.850298_0.763823_0.805088_0.873677_0.848403_0.845293_0.824580_0.837511_0.838729_0.844890_0.844496_0.841945_0.848315_0.843926_,-3825.000000_-4050.000000_-3825.000000_-3287.500000_-2200.000000_-1537.976685_-1375.000000_-2525.000000_-1750.000000_-1875.000000_-2275.000000_-1750.000000_-500.000000_-3225.000000_-3800.000000_-1025.000000_-750.000000_-1275.000000_-1750.000000_-1475.0000,0.843926,1
41147.8,0.829545,0.500000_0.750000_0.871975_0.935987_0.967994_0.983997_0.887098_0.886654_0.921360_0.960680_1.000000_0.776434_0.889782_0.949099_0.896765_0.931598_0.924570_0.974135_0.954463_0.923764_0.974214_0.962891_0.982330_0.941119_0.941653_0.953191_0.945399_0.948981_0.951185_,-3901.000000_-4747.000000_-5048.000000_-4841.000000_-4747.000000_-500.608795_-1786.000000_-2350.000000_-1432.000000_-3523.000000_-2538.000000_-115.000000_-222.301178_-3478.000000_-4747.000000_0.000000_-1128.000000_0.000000_-282.000000_-1504.000000_0.00000,0.951185,1
41147.8,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.037629_0.055290_0.110766_0.000000_0.000000_0.053024_0.013374_0.039630_0.020416_0.035385_0.010384_0.018854_0.039041_0.021777_0.037293_0.017798_0.028507_0.033506_0.030397_0.030565_0.030929_,0.000000_0.000000_0.000000_0.000000_-678.576599_0.000000_0.000000_-189.972794_0.000000_-1951.833740_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.0309293,0
41147.8,0.443182,0.500000_0.750000_0.488300_0.620438_0.335180_0.650326_0.643073_0.564920_0.519445_0.567323_0.672146_0.513435_0.405728_0.529662_0.731206_0.620387_0.670906_0.574179_0.543572_0.614806_0.532145_0.536964_0.505094_0.538197_0.519972_0.518511_0.533935_0.520948_0.525230_,-968.000000_-1166.000000_-1166.000000_-495.000000_0.000000_-1364.000000_-220.000000_0.000000_-253.000000_-374.000000_-968.000000_-770.000000_-462.000000_-770.000000_-946.000000_0.000000_-198.000000_-550.000000_-242.000000_0.000000_-616.000000_0.000000_0.0,0.52523,1
41147.8,0.613636,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.004051_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_-418.000000_-76.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,0.0340909,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-1666.000000_-2278.000000_-2652.000000_-2346.000000_-2278.000000_-2278.000000_-1666.000000_-816.000000_-748.000000_-2278.000000_-1666.000000_-1360.000000_-1224.000000_-1360.000000_-2278.000000_-986.000000_-1190.000000_-1666.000000_-748.000000_-1394.000000,1,1
41147.8,0.193182,0.500000_0.750000_0.875000_0.937500_0.968750_0.984375_0.992188_0.996094_0.998047_0.999023_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_1.000000_,-1221.000000_-2453.000000_-1441.000000_-1441.000000_-2563.000000_-814.000000_-726.000000_-858.000000_-572.000000_-858.000000_-968.000000_-308.000000_-572.000000_-1122.000000_-1419.000000_-429.000000_-583.000000_-968.000000_-605.000000_-605.000000_-715.000,1,1
41147.8,0.556818,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.009133_0.040147_0.115440_0.112151_0.005202_0.097515_0.082745_0.008496_0.001615_0.007583_0.002618_0.030599_0.056334_0.028920_0.049097_0.045428_0.043509_0.041551_0.044026_0.041713_0.043184_0.042133_0.041783_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.0417828,0
41147.8,0.193182,0.500000_0.750000_0.559339_0.779670_0.654970_0.403060_0.496851_0.390394_0.423706_0.477354_0.390750_0.548360_0.521245_0.546436_0.348360_0.441169_0.386231_0.431827_0.428667_0.432744_0.452801_0.441260_0.450154_0.444005_0.455545_0.451859_0.448230_0.448530_0.448597_,-5768.000000_-5544.000000_-5488.000000_-1848.000000_-6104.000000_0.000000_0.000000_0.000000_-756.000000_-4928.000000_-2128.000000_-1120.000000_0.000000_-5992.000000_-4546.484375_0.000000_-336.000000_-560.000000_0.000000_0.000000_0.000000_0.000000_0.000000,0.448597,1
41147.8,1,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,0.409091,0.500000_0.250000_0.125000_0.062500_0.031250_0.046620_0.142296_0.082760_0.066794_0.039727_0.064577_0.219069_0.061959_0.163189_0.063205_0.031506_0.086588_0.023777_0.076109_0.049533_0.039352_0.095175_0.074163_0.071151_0.072060_0.059087_0.050994_0.057528_0.054903_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-602.000000_0.000000_-817.000000_-172.000000_-485.015259_0.000000_0.000000_0.000000_0.000000_-215.000000_0.000000_0.000000_,0.0549029,0
41147.8,0.954545,0.500000_0.750000_0.875000_0.492081_0.658594_0.829044_0.807025_0.724618_0.795194_0.834429_0.882871_0.587763_0.669805_0.695473_0.839468_0.772528_0.787529_0.778570_0.761278_0.781418_0.773275_0.756425_0.767065_0.755628_0.763204_0.767198_0.767480_0.765207_0.766174_,-1584.000000_-2448.000000_-2976.000000_-2544.000000_-1553.096069_-2448.000000_-1226.418213_0.000000_-18.705900_-480.000000_-1390.946655_-1152.000000_-960.000000_-927.313477_-2448.000000_-298.267487_-576.000000_-1584.000000_0.000000_0.000000_-816.000000_0.,0.766174,1
41147.8,0.0340909,0.500000_0.250000_0.625000_0.812500_0.906250_0.953125_0.976562_0.988281_0.994141_0.997070_1.000000_1.000000_1.000000_0.797920_0.865293_0.765522_0.738624_0.737180_0.721950_0.701820_0.738748_0.746753_0.736747_0.734600_0.729479_0.720907_0.732602_0.732160_0.732480_,0.000000_0.000000_0.000000_0.000000_-490.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-2303.000000_-637.000000_0.000000_0.000000_0.000000_0.000000_-2130.000000_0.000000_-178.000000_0.000000_-1715.000000_,0.73248,1
41147.8,0.545455,0.500000_0.750000_0.375000_0.187500_0.093750_0.046875_0.023438_0.011719_0.005859_0.002930_0.000000_0.099037_0.034011_0.068280_0.094317_0.010850_0.053362_0.019045_0.001801_0.011983_0.033211_0.029870_0.029092_0.031058_0.036295_0.022763_0.030849_0.030790_0.026196_,-369.000000_-4961.000000_-1189.000000_-1189.000000_-5371.000000_0.000000_-369.000000_0.000000_0.000000_-1066.000000_-1230.000000_0.000000_0.000000_0.000000_-1107.000000_0.000000_0.000000_0.000000_0.000000_-41.000000_0.000000_0.000000_0.000000_0.000000_0.0,0.0261965,0
41147.8,0.0340909,0.500000_0.250000_0.125000_0.062500_0.031250_0.015625_0.007812_0.003906_0.001953_0.000977_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0,0
41147.8,0.0227273,0.500000_0.646012_0.481555_0.496097_0.349634_0.430136_0.415135_0.430149_0.427086_0.460476_0.506683_0.333654_0.367098_0.474459_0.450470_0.468952_0.468981_0.491778_0.479751_0.456799_0.490632_0.456364_0.486993_0.464876_0.464689_0.477981_0.472991_0.474770_0.477380_,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_,0.47738,1
